Code	Repository	GeneName	GeneSymbol	MotifLength
M01363	TRANSFAC_v2017.1	lmx1b	LMX1B	17
M01365	TRANSFAC_v2017.1	En-1	EN1	16
M01366	TRANSFAC_v2017.1	Otx1	OTX1	17
M01367	TRANSFAC_v2017.1	Lhx9	LHX9	17
M01368	TRANSFAC_v2017.1	Oct-2	POU2F2	16
M01369	TRANSFAC_v2017.1	HOXC4	HOXC4	17
M01370	TRANSFAC_v2017.1	HOXA4	HOXA4	17
M01371	TRANSFAC_v2017.1	Gbx1	GBX1	17
M01372	TRANSFAC_v2017.1	NKX2B	NKX2-2	17
M01373	TRANSFAC_v2017.1	Cdx-1	CDX1	16
M01374	TRANSFAC_v2017.1	six-4	SIX4	17
M01375	TRANSFAC_v2017.1	HOXD10	HOXD10	17
M01376	TRANSFAC_v2017.1	S8	PSMC5|RPS8	17
M01377	TRANSFAC_v2017.1	Irx6	IRX6	17
M01378	TRANSFAC_v2017.1	HOXA11	HOXA11	16
M01379	TRANSFAC_v2017.1	HNF-1alpha	HNF1A	17
M01380	TRANSFAC_v2017.1	HOXD12	HOXD12	17
M01382	TRANSFAC_v2017.1	Gbx2	GBX2	17
M01383	TRANSFAC_v2017.1	Nkx3A	NKX3-1	17
M01385	TRANSFAC_v2017.1	Pax-4	PAX4	17
M01386	TRANSFAC_v2017.1	Evx2	EVX2	17
M01387	TRANSFAC_v2017.1	Otx2	OTX2	17
M01388	TRANSFAC_v2017.1	Dlx-5	DLX5	16
M01389	TRANSFAC_v2017.1	rax	RAX|PRKRA	17
M01391	TRANSFAC_v2017.1	pax-6	PAX6	16
M01392	TRANSFAC_v2017.1	HOXA6	HOXA6	16
M01393	TRANSFAC_v2017.1	Msx-2	MSX2	17
M01395	TRANSFAC_v2017.1	MRG2	MEIS3P1|MEIS3	16
M01396	TRANSFAC_v2017.1	HOXB7	HOXB7	16
M01397	TRANSFAC_v2017.1	Vax-1	VAX1	16
M01398	TRANSFAC_v2017.1	Six-6	SIX6	17
M01400	TRANSFAC_v2017.1	Dlx-3	DLX3	17
M01401	TRANSFAC_v2017.1	Lbx2	LBX2	17
M01402	TRANSFAC_v2017.1	HoxA2	HOXA2	16
M01403	TRANSFAC_v2017.1	Otx3	CRX	17
M01404	TRANSFAC_v2017.1	HOXD13	HOXD13	16
M01405	TRANSFAC_v2017.1	Irx2	IRX2	17
M01407	TRANSFAC_v2017.1	TGIF2	TGIF2	16
M01408	TRANSFAC_v2017.1	Brn-3c	POU4F3	16
M01409	TRANSFAC_v2017.1	Lmx-1	LMX1A	17
M01410	TRANSFAC_v2017.1	IRX4	IRX4	17
M01411	TRANSFAC_v2017.1	PKNOX2	PKNOX2	16
M01412	TRANSFAC_v2017.1	Msx-1	MSX1	16
M01413	TRANSFAC_v2017.1	Nkx5-1	HMX3	17
M01414	TRANSFAC_v2017.1	NKX25	NKX2-5	16
M01415	TRANSFAC_v2017.1	Shox2	SHOX2	17
M01416	TRANSFAC_v2017.1	HOXC9	HOXC9	16
M01417	TRANSFAC_v2017.1	Alx-4	ALX4	17
M01418	TRANSFAC_v2017.1	Lim-1	LHX1	17
M01419	TRANSFAC_v2017.1	Meis1	MEIS1	16
M01420	TRANSFAC_v2017.1	Ncx	TLX2	17
M01421	TRANSFAC_v2017.1	Lhx4	LHX4	17
M01422	TRANSFAC_v2017.1	lhx6.1	LHX6	17
M01423	TRANSFAC_v2017.1	Arx	ARX|UBA2	17
M01424	TRANSFAC_v2017.1	HOXB4	HOXB4	17
M01425	TRANSFAC_v2017.1	HNF-1beta	HNF1B	17
M01426	TRANSFAC_v2017.1	HOXB9	HOXB9	16
M01427	TRANSFAC_v2017.1	Nkx1-2	NKX1-2	17
M01428	TRANSFAC_v2017.1	Gsc	GSC	17
M01429	TRANSFAC_v2017.1	Homez	HOMEZ	17
M01430	TRANSFAC_v2017.1	HOXA13	HOXA13	16
M01431	TRANSFAC_v2017.1	Barx-2	BARX2	16
M01433	TRANSFAC_v2017.1	Six-2	SIX2	17
M01436	TRANSFAC_v2017.1	Crx	CRX	16
M01437	TRANSFAC_v2017.1	HOXC12	HOXC12	17
M01438	TRANSFAC_v2017.1	ipf1	PDX1	16
M01439	TRANSFAC_v2017.1	Dlx-1	DLX1	14
M01440	TRANSFAC_v2017.1	Lhx8	LHX8	17
M01442	TRANSFAC_v2017.1	Bsx	BSX	16
M01443	TRANSFAC_v2017.1	Mox1	MEOX1|NOX1	16
M01444	TRANSFAC_v2017.1	PMX2A	PHOX2A	16
M01446	TRANSFAC_v2017.1	Barhl2	BARHL2	16
M01447	TRANSFAC_v2017.1	PITX2	PITX2	17
M01448	TRANSFAC_v2017.1	HOXD1	HOXD1	17
M01449	TRANSFAC_v2017.1	Cdx-2	CDX2	16
M01451	TRANSFAC_v2017.1	HOXB8	HOXB8	16
M01452	TRANSFAC_v2017.1	HOXA5	HOXA5	16
M01453	TRANSFAC_v2017.1	CART1	ALX1|TRAF4|RAB11FIP3	17
M01454	TRANSFAC_v2017.1	HOXC5	HOXC5	17
M01455	TRANSFAC_v2017.1	En-2	EN2	17
M01456	TRANSFAC_v2017.1	Hmbox1	HMBOX1	17
M01457	TRANSFAC_v2017.1	Nkx2-3	NKX2-3	16
M01458	TRANSFAC_v2017.1	Uncx-4.1	UNCX	17
M01459	TRANSFAC_v2017.1	PREP1	PKNOX1	16
M01460	TRANSFAC_v2017.1	HOXB6	HOXB6	16
M01461	TRANSFAC_v2017.1	EMX2	EMX2	17
M01462	TRANSFAC_v2017.1	POU6F1	POU6F1	17
M01464	TRANSFAC_v2017.1	HOXA10	HOXA10	16
M01465	TRANSFAC_v2017.1	Pit-1	POU1F1	17
M01467	TRANSFAC_v2017.1	HOXB13	HOXB13	16
M01468	TRANSFAC_v2017.1	Dlx-2	DLX2	16
M01469	TRANSFAC_v2017.1	NKX6A	NKX6-1	16
M01470	TRANSFAC_v2017.1	Nkx6-3	NKX6-3	17
M01471	TRANSFAC_v2017.1	Lhx3	LHX3	17
M01472	TRANSFAC_v2017.1	Irx5	IRX5	17
M01473	TRANSFAC_v2017.1	Brn-4	POU3F4	17
M01474	TRANSFAC_v2017.1	Esx1	ESX1	17
M01475	TRANSFAC_v2017.1	Evx-1	EVX1	17
M01476	TRANSFAC_v2017.1	POU2F3	POU2F3	16
M01479	TRANSFAC_v2017.1	POU6F1	POU6F1	17
M01481	TRANSFAC_v2017.1	HMX1	HMX1	17
M01482	TRANSFAC_v2017.1	Nkx3-2	NKX3-2	17
M01483	TRANSFAC_v2017.1	Dbx-1	DBX1	17
M01484	TRANSFAC_v2017.1	Pitx1	PITX1	17
M01485	TRANSFAC_v2017.1	Irx-3	IRX6	17
M01486	TRANSFAC_v2017.1	Dlx-7	DLX4	17
M01487	TRANSFAC_v2017.1	HOXA1	HOXA1	16
M01488	TRANSFAC_v2017.1	Meis2	MEIS2	16
M01489	TRANSFAC_v2017.1	NKX6A	NKX6-1	17
M01587	TRANSFAC_v2017.1	FPM315(ZNF263)	ZNF263	12
M01588	TRANSFAC_v2017.1	GKLF(KLF4)	KLF4	12
M01589	TRANSFAC_v2017.1	ERR2(ESRRB)	ESRRB	12
M01590	TRANSFAC_v2017.1	SMAD1	SMAD1	12
M01592	TRANSFAC_v2017.1	LBP9(Tcfcp211)	TFCP2L1	17
M01593	TRANSFAC_v2017.1	Zfx	ZFX	16
M01594	TRANSFAC_v2017.1	TCF-3	TCF3|TCF7L1	13
M01595	TRANSFAC_v2017.1	STAT3	STAT3	16
M01596	TRANSFAC_v2017.1	Gli3	GLI3	11
M01599	TRANSFAC_v2017.1	FOXP3	FOXP3	8
M01650	TRANSFAC_v2017.1	PNR	NR2E3|TAAR5	14
M01651	TRANSFAC_v2017.1	P53	TP53	20
M01652	TRANSFAC_v2017.1	p53	TP53	20
M01653	TRANSFAC_v2017.1	HMGIY	HMGA1	8
M01655	TRANSFAC_v2017.1	p53	TP53	20
M01656	TRANSFAC_v2017.1	p63	CKAP4|RPE65|UVRAG|TP63	20
M01657	TRANSFAC_v2017.1	GLI3	GLI3	9
M01658	TRANSFAC_v2017.1	AML1	RUNX1	7
M01659	TRANSFAC_v2017.1	Cdx-2	CDX2	11
M01660	TRANSFAC_v2017.1	GABP-alpha	GAPBA	6
M01661	TRANSFAC_v2017.1	hbp1	HBP1	9
M01665	TRANSFAC_v2017.1	IRF-8	IRF8	7
M01666	TRANSFAC_v2017.1	STAT4	STAT4	14
M01692	TRANSFAC_v2017.1	LTF	LTF	9
M01694	TRANSFAC_v2017.1	YY2	YY2	7
M01702	TRANSFAC_v2017.1	GLI1	GLI1	11
M01703	TRANSFAC_v2017.1	Gli2	GLI2	11
M01704	TRANSFAC_v2017.1	gli3	GLI3	11
M01705	TRANSFAC_v2017.1	TCF-4	TCF4|TCF7L2	9
M01709	TRANSFAC_v2017.1	MAFA	MAFA	7
M01712	TRANSFAC_v2017.1	CRX	CRX	6
M01714	TRANSFAC_v2017.1	KLF15	KLF15	14
M01716	TRANSFAC_v2017.1	MATH1	ATOH1	10
M01718	TRANSFAC_v2017.1	NFATc1	NFATC1	7
M01719	TRANSFAC_v2017.1	OTX2	OTX2	13
M01721	TRANSFAC_v2017.1	PUR1	MAZ|PURA	9
M01722	TRANSFAC_v2017.1	RORbeta	RORB	7
M01723	TRANSFAC_v2017.1	SATB1	SATB1	16
M01725	TRANSFAC_v2017.1	TR4	NR2C2	11
M01728	TRANSFAC_v2017.1	EAR2	NR2F6	14
M01733	TRANSFAC_v2017.1	MZF-1	ZSCAN1|MZF1	7
M01734	TRANSFAC_v2017.1	NFATc4	NFATC4	10
M01735	TRANSFAC_v2017.1	PITX3	PITX3	9
M01739	TRANSFAC_v2017.1	TFIIB	GTF2B	11
M01743	TRANSFAC_v2017.1	ING4	ING4	6
M01744	TRANSFAC_v2017.1	REX1	ZFP42|REXO1	12
M01747	TRANSFAC_v2017.1	BRF-1	MST1L|BRF1	13
M01752	TRANSFAC_v2017.1	ERG	ERG	9
M01759	TRANSFAC_v2017.1	AML2	RUNX3	8
M01770	TRANSFAC_v2017.1	XBP-1	XBP1	11
M01774	TRANSFAC_v2017.1	TBR2	EOMES	9
M01776	TRANSFAC_v2017.1	TR4	NR2C2	7
M01778	TRANSFAC_v2017.1	PLAG1	PLAG1	16
M01782	TRANSFAC_v2017.1	TR4	NR2C2	13
M01783	TRANSFAC_v2017.1	SP2	SP2	9
M01796	TRANSFAC_v2017.1	BDP1	BDP1	12
M01797	TRANSFAC_v2017.1	SIRT6	SIRT6	8
M01798	TRANSFAC_v2017.1	RPC155	POLR3A	16
M01801	TRANSFAC_v2017.1	ER-alpha	ESR1	15
M01808	TRANSFAC_v2017.1	NMYC	MYCN	6
M01814	TRANSFAC_v2017.1	AML2	RUNX3	8
M01817	TRANSFAC_v2017.1	TEF-1	TEAD1	9
M01820	TRANSFAC_v2017.1	CREM	CREM	11
M01821	TRANSFAC_v2017.1	c-Myb	MYB	11
M01822	TRANSFAC_v2017.1	CPBP	KLF6	7
M01823	TRANSFAC_v2017.1	STAT1	STAT1	10
M01826	TRANSFAC_v2017.1	PITX1	PITX1	11
M01830	TRANSFAC_v2017.1	MAX	MAX	12
M01834	TRANSFAC_v2017.1	Hoxd9	HOXD9	10
M01835	TRANSFAC_v2017.1	GKLF	KLF4	7
M01836	TRANSFAC_v2017.1	GR	NR3C1	13
M01837	TRANSFAC_v2017.1	FKLF	KLF11	10
M01841	TRANSFAC_v2017.1	ERR1	ESRRA	15
M01843	TRANSFAC_v2017.1	DEC2	BHLHE41	10
M01854	TRANSFAC_v2017.1	AML2	RUNX3	11
M01855	TRANSFAC_v2017.1	AHR	AHR	6
M01856	TRANSFAC_v2017.1	AML3	RUNX2	8
M01857	TRANSFAC_v2017.1	AP-2alpha	TFAP2A	11
M01858	TRANSFAC_v2017.1	AP-2beta	TFAP2B	16
M01859	TRANSFAC_v2017.1	AP-2gamma	TFAP2C	7
M01860	TRANSFAC_v2017.1	AP-4	TFAP4	13
M01861	TRANSFAC_v2017.1	ATF-1	ATF1	9
M01862	TRANSFAC_v2017.1	ATF-2	ATF2	12
M01863	TRANSFAC_v2017.1	ATF-3	ATF3	11
M01864	TRANSFAC_v2017.1	ATF-4	ATF4	9
M01865	TRANSFAC_v2017.1	BTEB3	KLF13	13
M01866	TRANSFAC_v2017.1	C/EBPalpha	CEBPA	13
M01868	TRANSFAC_v2017.1	C/EBPepsilon	CEBPE	14
M01869	TRANSFAC_v2017.1	C/EBPgamma	CEBPG	12
M01870	TRANSFAC_v2017.1	C-ets-1	ETS1	7
M01871	TRANSFAC_v2017.1	COE1	EBF1	14
M01872	TRANSFAC_v2017.1	DBP	DBP	8
M01873	TRANSFAC_v2017.1	Egr-1	EGR1	10
M01874	TRANSFAC_v2017.1	EKLF	KLF1	10
M01875	TRANSFAC_v2017.1	ER-beta	ESR2	15
M01877	TRANSFAC_v2017.1	GATA-2	GATA2	7
M01878	TRANSFAC_v2017.1	GATA-3	GATA3	6
M01879	TRANSFAC_v2017.1	HMGIY	HMGA1	6
M01882	TRANSFAC_v2017.1	IRF-2	IRF2	16
M01883	TRANSFAC_v2017.1	IRF-4	IRF4	7
M01884	TRANSFAC_v2017.1	IRF-7	IRF7	7
M01886	TRANSFAC_v2017.1	NFATc3	NFATC3	6
M01888	TRANSFAC_v2017.1	Smad3	SMAD3	13
M01889	TRANSFAC_v2017.1	Smad4	SMAD4	7
M01890	TRANSFAC_v2017.1	STAT5A	STAT5A	13
M01894	TRANSFAC_v2017.1	YY1	YY1	7
M01896	TRANSFAC_v2017.1	C/EBPbeta	CEBPB	10
M01967	TRANSFAC_v2017.1	Pbx	PBX1|PBX2|PBX3|PBX4	14
M01968	TRANSFAC_v2017.1	FOXO1	FOXO1	7
M01969	TRANSFAC_v2017.1	FOXO1	FOXO1	20
M01972	TRANSFAC_v2017.1	EGR-1	EGR1	11
M01973	TRANSFAC_v2017.1	PLAG1	PLAG1	16
M01996	TRANSFAC_v2017.1	AR	AR	15
M02000	TRANSFAC_v2017.1	ERR3	ESRRG	8
M02002	TRANSFAC_v2017.1	Evi-1	MECOM	9
M02004	TRANSFAC_v2017.1	GATA-1	GATA1	15
M02006	TRANSFAC_v2017.1	GATA-5	GATA5	6
M02009	TRANSFAC_v2017.1	GCNF	NR6A1	10
M02010	TRANSFAC_v2017.1	Gfi1	GFI1	10
M02011	TRANSFAC_v2017.1	HES-1	HES1	10
M02012	TRANSFAC_v2017.1	HIF-1alpha	HIF1A	6
M02013	TRANSFAC_v2017.1	HNF-1alpha	HNF1A	11
M02017	TRANSFAC_v2017.1	HSF1	HSF1	14
M02018	TRANSFAC_v2017.1	HTF4	TCF12	7
M02019	TRANSFAC_v2017.1	LEF-1	LEF1	7
M02021	TRANSFAC_v2017.1	LXRbeta:RXRalpha	NR1H2:RXRA	15
M02022	TRANSFAC_v2017.1	MafK	MAFK	11
M02023	TRANSFAC_v2017.1	MAZ	MAZ	14
M02024	TRANSFAC_v2017.1	mef-2A	MEF2A	10
M02025	TRANSFAC_v2017.1	MEF-2C	MEF2C	7
M02026	TRANSFAC_v2017.1	MEF-2D	MEF2D	7
M02027	TRANSFAC_v2017.1	PARP	COL11A2|PARP1	6
M02028	TRANSFAC_v2017.1	Pbx1	PBX1	9
M02031	TRANSFAC_v2017.1	PU.1	SPI1	6
M02033	TRANSFAC_v2017.1	TCF-4	TCF4|TCF7L2	10
M02034	TRANSFAC_v2017.1	TTF-1	NKX2-1|TTF1	14
M02036	TRANSFAC_v2017.1	WT1	WT1	10
M02044	TRANSFAC_v2017.1	YY1	YY1	12
M02052	TRANSFAC_v2017.1	EHF	EHF	10
M02053	TRANSFAC_v2017.1	ELF1	ELF1	10
M02054	TRANSFAC_v2017.1	ELF2	ELF2	10
M02056	TRANSFAC_v2017.1	ELF4	ELF4	10
M02057	TRANSFAC_v2017.1	Elf5	ELF5	10
M02059	TRANSFAC_v2017.1	ELK-1	ELK1	10
M02061	TRANSFAC_v2017.1	ERF	ERF	10
M02062	TRANSFAC_v2017.1	Erg	ERG	10
M02063	TRANSFAC_v2017.1	c-ets-1(ets1)	ETS1	10
M02064	TRANSFAC_v2017.1	c-ets-2	ETS2	10
M02065	TRANSFAC_v2017.1	ER81	ETV1	10
M02066	TRANSFAC_v2017.1	PEA3	ETV4	10
M02067	TRANSFAC_v2017.1	ER71	ETV2	10
M02068	TRANSFAC_v2017.1	etv3	ETV3	10
M02069	TRANSFAC_v2017.1	Erm	ETV5	10
M02070	TRANSFAC_v2017.1	TEL1	ATM	10
M02071	TRANSFAC_v2017.1	ETV7	ETV7	10
M02072	TRANSFAC_v2017.1	Pet-1	FEV	10
M02073	TRANSFAC_v2017.1	Fli-1	FLI1	10
M02074	TRANSFAC_v2017.1	GABPalpha	GABPA	10
M02075	TRANSFAC_v2017.1	PDEF	SPDEF	10
M02076	TRANSFAC_v2017.1	Spi-B	SPIB	10
M02077	TRANSFAC_v2017.1	Spic	SPIC	10
M02078	TRANSFAC_v2017.1	SPI1	SPI1	10
M02079	TRANSFAC_v2017.1	Isl2	ISL2	7
M02080	TRANSFAC_v2017.1	Isl2	ISL2	7
M02081	TRANSFAC_v2017.1	Isl2	ISL2	7
M02082	TRANSFAC_v2017.1	Isl2	ISL2	7
M02084	TRANSFAC_v2017.1	AML1	RUNX1	6
M02085	TRANSFAC_v2017.1	Bcl-6	BCL6	10
M02086	TRANSFAC_v2017.1	Cdx-1	CDX1	6
M02087	TRANSFAC_v2017.1	CDX-2	CDX2	6
M02088	TRANSFAC_v2017.1	E2A	TCF3	13
M02089	TRANSFAC_v2017.1	E2F-3	E2F3	7
M02090	TRANSFAC_v2017.1	E2F-4	E2F4	10
M02091	TRANSFAC_v2017.1	E4F1	E4F1	10
M02092	TRANSFAC_v2017.1	Egr-2	EGR2	8
M02093	TRANSFAC_v2017.1	ERR1	ESRRA	11
M02094	TRANSFAC_v2017.1	ERR3	ESRRG	13
M02095	TRANSFAC_v2017.1	Fra-1	FOSL1	8
M02096	TRANSFAC_v2017.1	ipf1	PDX1	7
M02097	TRANSFAC_v2017.1	LHX3	LHX3	6
M02098	TRANSFAC_v2017.1	LRH-1	NR5A2|P2RX5	11
M02099	TRANSFAC_v2017.1	MITF	MITF	7
M02100	TRANSFAC_v2017.1	MyoD	MYOD1	9
M02102	TRANSFAC_v2017.1	NRF-1	NRF1	11
M02104	TRANSFAC_v2017.1	NF-E2	NFE2	16
M02105	TRANSFAC_v2017.1	NF-E4	NFE4	12
M02106	TRANSFAC_v2017.1	NF-YA	NFYA	14
M02107	TRANSFAC_v2017.1	NF-YC	NFYC	14
M02108	TRANSFAC_v2017.1	CSX	NKX2-5	11
M02109	TRANSFAC_v2017.1	NKX2B	NKX2-2	7
M02110	TRANSFAC_v2017.1	NR1B1	RARA	10
M02111	TRANSFAC_v2017.1	NR1B2	RARB	7
M02112	TRANSFAC_v2017.1	OC-2	ONECUT2	6
M02113	TRANSFAC_v2017.1	OCA-B	POU2AF1	11
M02114	TRANSFAC_v2017.1	pitx2	PITX2	10
M02115	TRANSFAC_v2017.1	Prx2	PRDX2|PRRX2	9
M02116	TRANSFAC_v2017.1	Sox-10	SOX10	7
M02117	TRANSFAC_v2017.1	STAT4	STAT4	10
M02219	TRANSFAC_v2017.1	NR3C1	NR3C1	18
M03216	TRANSFAC_v2017.1	GATA-6	GATA6	7
M03538	TRANSFAC_v2017.1	AP-1	FOS|FOSB|JUN|JUNB|JUND	8
M03539	TRANSFAC_v2017.1	beta-catenin	CTNNB1	11
M03541	TRANSFAC_v2017.1	C-Jun	JUN	6
M03542	TRANSFAC_v2017.1	COUP-TF1	NR2F1	7
M03544	TRANSFAC_v2017.1	CREB1	CREB1	12
M03545	TRANSFAC_v2017.1	c-Rel	REL	12
M03546	TRANSFAC_v2017.1	Dlx-5	DLX5	6
M03547	TRANSFAC_v2017.1	ER-alpha	ESR1	7
M03548	TRANSFAC_v2017.1	FOXL2	FOXL2	12
M03549	TRANSFAC_v2017.1	GATA-4	GATA4	7
M03551	TRANSFAC_v2017.1	JunB	JUNB	8
M03552	TRANSFAC_v2017.1	JunD	JUND	8
M03553	TRANSFAC_v2017.1	KLF3	KLF3	10
M03554	TRANSFAC_v2017.1	NF-1A	NFIX	7
M03555	TRANSFAC_v2017.1	NFATc2	NFATC2	6
M03556	TRANSFAC_v2017.1	NFAT5	NFAT5	12
M03557	TRANSFAC_v2017.1	P50	ARHGEF7	12
M03558	TRANSFAC_v2017.1	P73	TP73	20
M03559	TRANSFAC_v2017.1	Pit-1	POU1F1	10
M03560	TRANSFAC_v2017.1	PMX1	PRRX1	6
M03561	TRANSFAC_v2017.1	POU2F1	POU2F1	12
M03563	TRANSFAC_v2017.1	RelA-p65	RELA	12
M03564	TRANSFAC_v2017.1	SATB1	SATB1	6
M03565	TRANSFAC_v2017.1	slug	SNAI2	8
M03566	TRANSFAC_v2017.1	S	CDSN	14
M03567	TRANSFAC_v2017.1	Sp2	SP2	15
M03568	TRANSFAC_v2017.1	TR4	NR2C2	9
M03569	TRANSFAC_v2017.1	VDR	VDR	7
M03571	TRANSFAC_v2017.1	C/EBPdelta	CEBPD	9
M03572	TRANSFAC_v2017.1	DEC1	DEC1	11
M03573	TRANSFAC_v2017.1	FKHL5	FOXF1	8
M03574	TRANSFAC_v2017.1	GCMa	GCM1	7
M03575	TRANSFAC_v2017.1	HEN2	NHLH2	9
M03577	TRANSFAC_v2017.1	Pax-5	PAX5	10
M03579	TRANSFAC_v2017.1	PEA3	ETV4	7
M03580	TRANSFAC_v2017.1	Smad2	SMAD2	6
M03581	TRANSFAC_v2017.1	TBP	TBP	11
M03582	TRANSFAC_v2017.1	TWIST	TWIST1	7
M03789	TRANSFAC_v2017.1	ChREBP	MLXIPL	12
M03790	TRANSFAC_v2017.1	FXR	NR1H4	6
M03793	TRANSFAC_v2017.1	IRF-7	IRF7	13
M03794	TRANSFAC_v2017.1	LEF-1	LEF1	7
M03796	TRANSFAC_v2017.1	MafA	MAFA	10
M03797	TRANSFAC_v2017.1	Msx-2	MSX2	12
M03799	TRANSFAC_v2017.1	PR	ERVK-10|ERVK-9|ERVK-21|ERVK-18|ERVK-25|ERVK-24|ERVK-19|TMEM37|ERVK-7|PGR|ERVK-8	11
M03802	TRANSFAC_v2017.1	SF-1	NR5A1	14
M03803	TRANSFAC_v2017.1	Sox-17	SOX17	6
M03804	TRANSFAC_v2017.1	Tal-1	TAL1	7
M03805	TRANSFAC_v2017.1	YB-1	YBX1	10
M03806	TRANSFAC_v2017.1	ZBTB7C	ZBTB7C	11
M03807	TRANSFAC_v2017.1	SP2	SP2	15
M03811	TRANSFAC_v2017.1	AP-2gamma	TFAP2C	10
M03812	TRANSFAC_v2017.1	arnt	ARNT	6
M03813	TRANSFAC_v2017.1	BRN1	POU3F3	7
M03814	TRANSFAC_v2017.1	BTEB2	KLF5	16
M03815	TRANSFAC_v2017.1	c-Fos	FOS	8
M03816	TRANSFAC_v2017.1	c-MAF	MAF	11
M03818	TRANSFAC_v2017.1	egr-3	EGR3	6
M03819	TRANSFAC_v2017.1	Elk-1	ELK1	6
M03820	TRANSFAC_v2017.1	ER-alpha	ESR1	15
M03821	TRANSFAC_v2017.1	ER-beta	ESR2	14
M03822	TRANSFAC_v2017.1	FoxH1	FOXH1	10
M03823	TRANSFAC_v2017.1	FOXO1A	FOXO1	6
M03824	TRANSFAC_v2017.1	GCMb	GCM2	8
M03825	TRANSFAC_v2017.1	Gfi1b	GFI1B	10
M03826	TRANSFAC_v2017.1	HNF-1beta	HNF1B	16
M03827	TRANSFAC_v2017.1	HNF-3alpha	FOXA1	8
M03828	TRANSFAC_v2017.1	HNF-4	HNF4A	20
M03829	TRANSFAC_v2017.1	HNF-6	ONECUT1	8
M03830	TRANSFAC_v2017.1	MafB	MAFB	11
M03831	TRANSFAC_v2017.1	MRF4	MYF6	7
M03832	TRANSFAC_v2017.1	Net	SLC6A2|ELK3	10
M03833	TRANSFAC_v2017.1	NKX3A	NKX3-1	11
M03834	TRANSFAC_v2017.1	N-Myc	MYCN	10
M03835	TRANSFAC_v2017.1	Nrf2	NFE2L2|GABPA	17
M03836	TRANSFAC_v2017.1	oct-2	POU2F2|SLC22A2	14
M03837	TRANSFAC_v2017.1	Oct3	SLC22A3|POU5F1	13
M03838	TRANSFAC_v2017.1	Otx1	OTX1	9
M03839	TRANSFAC_v2017.1	Pax-2	PAX2	11
M03841	TRANSFAC_v2017.1	PEBP2beta	CBFB	7
M03842	TRANSFAC_v2017.1	POU3F1	POU3F1	18
M03843	TRANSFAC_v2017.1	POU4F1	POU4F1	11
M03845	TRANSFAC_v2017.1	Smad1	SMAD1|GARS	9
M03846	TRANSFAC_v2017.1	SMAD5	SMAD5	8
M03847	TRANSFAC_v2017.1	Sox-15	SOX15	8
M03848	TRANSFAC_v2017.1	Sox-18	SOX18	7
M03849	TRANSFAC_v2017.1	Sox-4	SOX4	6
M03850	TRANSFAC_v2017.1	Sox-5	SOX5	7
M03851	TRANSFAC_v2017.1	Spi-B	SPIB	6
M03852	TRANSFAC_v2017.1	SREBP-2	SREBF2	11
M03854	TRANSFAC_v2017.1	SRY	SRY	6
M03855	TRANSFAC_v2017.1	Tbx5:csx	NKX2-5:TBX5	15
M03856	TRANSFAC_v2017.1	Tbx5	TBX5	15
M03857	TRANSFAC_v2017.1	TCF-1	HNF1A|TCF7	6
M03858	TRANSFAC_v2017.1	TCF-3	TCF3|TCF7L1	6
M03860	TRANSFAC_v2017.1	USF2	USF2	13
M03862	TRANSFAC_v2017.1	YB-1	YBX1	11
M03865	TRANSFAC_v2017.1	Blimp-1	PRDM1	14
M03866	TRANSFAC_v2017.1	c-Fos:c-Jun	FOS:JUN	9
M03867	TRANSFAC_v2017.1	c-Myc	MYC	8
M03868	TRANSFAC_v2017.1	CP2	TFCP2	10
M03869	TRANSFAC_v2017.1	Fra-1	FOSL1	8
M03870	TRANSFAC_v2017.1	Fra-2	FOSL2	10
M03871	TRANSFAC_v2017.1	GLI	GLI1	15
M03872	TRANSFAC_v2017.1	HNF-1beta	HNF1B	14
M03873	TRANSFAC_v2017.1	HOXA10	HOXA10	8
M03874	TRANSFAC_v2017.1	Hoxa9	HOXA9	12
M03875	TRANSFAC_v2017.1	IRF-5	IRF5	13
M03876	TRANSFAC_v2017.1	Kaiso	ZBTB33	12
M03877	TRANSFAC_v2017.1	MASH-1	ASCL1	11
M03878	TRANSFAC_v2017.1	MIBP1	HIVEP2	12
M03880	TRANSFAC_v2017.1	Myf-5	MYF5	13
M03881	TRANSFAC_v2017.1	NFAT5	NFAT5	14
M03882	TRANSFAC_v2017.1	RelB:p50	NFKB1:RELB|ASCC1:RELB|CD40:RELB	16
M03883	TRANSFAC_v2017.1	REST	REST	13
M03884	TRANSFAC_v2017.1	Rev-ErbAaLPHA	NR1D1	13
M03886	TRANSFAC_v2017.1	Sox-2	SOX2	14
M03888	TRANSFAC_v2017.1	Sox-6	SOX6	11
M03889	TRANSFAC_v2017.1	TBX2	TBX2	10
M03890	TRANSFAC_v2017.1	TFEA	TFE3	12
M03891	TRANSFAC_v2017.1	TTF-1	NKX2-1|TTF1	7
M03893	TRANSFAC_v2017.1	WT1	WT1	12
M03896	TRANSFAC_v2017.1	EGR1	EGR1	14
M03897	TRANSFAC_v2017.1	EGR2	EGR2	15
M03908	TRANSFAC_v2017.1	HINFP	HINFP	20
M03916	TRANSFAC_v2017.1	PRDM1	PRDM1	15
M03919	TRANSFAC_v2017.1	slug	SNAI2	9
M03920	TRANSFAC_v2017.1	SP1	SP1	11
M03924	TRANSFAC_v2017.1	YY1	YY1	11
M03937	TRANSFAC_v2017.1	ZNF524	ZNF524	12
