Code	Repository	GeneName	GeneSymbol	MotifLength
M06697	TRANSFAC_v2017.1	ZNF70	ZNF70	12
M06698	TRANSFAC_v2017.1	ZNF287	ZNF287	11
M06699	TRANSFAC_v2017.1	ZNF226	ZNF226	12
M06700	TRANSFAC_v2017.1	ZNF71	ZNF71	12
M06701	TRANSFAC_v2017.1	ZNF319	ZNF319	12
M06702	TRANSFAC_v2017.1	ZNF226	ZNF226	12
M06703	TRANSFAC_v2017.1	ZNF160	ZNF160	12
M06704	TRANSFAC_v2017.1	ZNF226	ZNF226	12
M06705	TRANSFAC_v2017.1	PRDM9	PRDM9	12
M06706	TRANSFAC_v2017.1	ZNF430	ZNF430	12
M06707	TRANSFAC_v2017.1	PRDM9	PRDM9	12
M06708	TRANSFAC_v2017.1	ZNF355P	ZNF355P	12
M06709	TRANSFAC_v2017.1	ZNF355P	ZNF355P	10
M06710	TRANSFAC_v2017.1	ZNF355P	ZNF355P	12
M06711	TRANSFAC_v2017.1	ZNF160	ZNF160	12
M06712	TRANSFAC_v2017.1	ZNF287	ZNF287	17
M06713	TRANSFAC_v2017.1	ZNF71	ZNF71	12
M06714	TRANSFAC_v2017.1	RBAK	RBAK	12
M06715	TRANSFAC_v2017.1	ZNF331	ZNF331	12
M06716	TRANSFAC_v2017.1	ZNF334	ZNF334	12
M06717	TRANSFAC_v2017.1	ZFP	ZKSCAN7	12
M06718	TRANSFAC_v2017.1	ZNF624	ZNF624	12
M06719	TRANSFAC_v2017.1	ZNF430	ZNF430	12
M06720	TRANSFAC_v2017.1	ZNF430	ZNF430	12
M06721	TRANSFAC_v2017.1	ZFP	ZKSCAN7	12
M06722	TRANSFAC_v2017.1	PRDM5	PRDM5	12
M06723	TRANSFAC_v2017.1	ZNF492	ZNF492	12
M06724	TRANSFAC_v2017.1	ZNF331	ZNF331	12
M06725	TRANSFAC_v2017.1	ZNF624	ZNF624	12
M06726	TRANSFAC_v2017.1	ZNF624	ZNF624	12
M06727	TRANSFAC_v2017.1	PRDM6	PRDM6	8
M06728	TRANSFAC_v2017.1	PRDM5	PRDM5	12
M06729	TRANSFAC_v2017.1	ZNF282	ZNF282	12
M06730	TRANSFAC_v2017.1	ZNF624	ZNF624	12
M06731	TRANSFAC_v2017.1	znf302	ZNF302	12
M06732	TRANSFAC_v2017.1	ZNF304	ZNF304	12
M06733	TRANSFAC_v2017.1	RBAK	RBAK	25
M06734	TRANSFAC_v2017.1	ZNF71	ZNF71	12
M06735	TRANSFAC_v2017.1	ZFP	ZKSCAN7	12
M06737	TRANSFAC_v2017.1	ZNF226	ZNF226	19
M06738	TRANSFAC_v2017.1	ZNF226	ZNF226	12
M06739	TRANSFAC_v2017.1	ZNF358	ZNF358	12
M06741	TRANSFAC_v2017.1	ZNF70	ZNF70	12
M06742	TRANSFAC_v2017.1	ZNF304	ZNF304	12
M06743	TRANSFAC_v2017.1	ZNF287	ZNF287	12
M06744	TRANSFAC_v2017.1	ZNF228	ZNF112	12
M06745	TRANSFAC_v2017.1	ZNF780B	ZNF780B	18
M06746	TRANSFAC_v2017.1	ZNF651	ZBTB47	12
M06747	TRANSFAC_v2017.1	ZNF225	ZNF225	12
M06749	TRANSFAC_v2017.1	ZNF222	ZNF222	12
M06750	TRANSFAC_v2017.1	ZNF510	ZNF510	12
M06751	TRANSFAC_v2017.1	ZNF510	ZNF510	12
M06754	TRANSFAC_v2017.1	ZBTB39	ZBTB39	12
M06756	TRANSFAC_v2017.1	znf646	ZNF646	15
M06757	TRANSFAC_v2017.1	ZNF835	ZNF835	12
M06758	TRANSFAC_v2017.1	ZFP-37	ZFP37	12
M06759	TRANSFAC_v2017.1	znf646	ZNF646	19
M06760	TRANSFAC_v2017.1	znf443	ZNF443	12
M06761	TRANSFAC_v2017.1	ZFP-37	ZFP37	12
M06762	TRANSFAC_v2017.1	ZNF222	ZNF222	12
M06763	TRANSFAC_v2017.1	ZNF225	ZNF225	12
M06764	TRANSFAC_v2017.1	ZNF228	ZNF112	12
M06765	TRANSFAC_v2017.1	ZNF629	ZNF629	12
M06766	TRANSFAC_v2017.1	ZNF835	ZNF835	9
M06767	TRANSFAC_v2017.1	ZNF107	ZNF107	12
M06768	TRANSFAC_v2017.1	znf443	ZNF443	12
M06769	TRANSFAC_v2017.1	ZNF391	ZNF391	12
M06770	TRANSFAC_v2017.1	ZNF228	ZNF112	12
M06771	TRANSFAC_v2017.1	ZNF228	ZNF112	12
M06772	TRANSFAC_v2017.1	ZNF780B	ZNF780B	19
M06773	TRANSFAC_v2017.1	ZNF490	ZNF490	12
M06774	TRANSFAC_v2017.1	ZNF629	ZNF629	12
M06775	TRANSFAC_v2017.1	ZNF391	ZNF391	12
M06776	TRANSFAC_v2017.1	ZNF214	ZNF214	12
M06777	TRANSFAC_v2017.1	ZNF214	ZNF214	12
M06778	TRANSFAC_v2017.1	ZFP-37	ZFP37	18
M06779	TRANSFAC_v2017.1	ZNF490	ZNF490	21
M06780	TRANSFAC_v2017.1	znf443	ZNF443	12
M06781	TRANSFAC_v2017.1	ZNF107	ZNF107	20
M06782	TRANSFAC_v2017.1	ZNF225	ZNF225	12
M06783	TRANSFAC_v2017.1	znf443	ZNF443	12
M06784	TRANSFAC_v2017.1	ZNF780B	ZNF780B	12
M06785	TRANSFAC_v2017.1	ZNF629	ZNF629	12
M06786	TRANSFAC_v2017.1	znf646	ZNF646	12
M06787	TRANSFAC_v2017.1	ZNF780B	ZNF780B	12
M06789	TRANSFAC_v2017.1	ZNF835	ZNF835	12
M06790	TRANSFAC_v2017.1	ZBTB12	ZBTB12	11
M06792	TRANSFAC_v2017.1	ZNF214	ZNF214	12
M06793	TRANSFAC_v2017.1	ZNF629	ZNF629	12
M06794	TRANSFAC_v2017.1	ZNF107	ZNF107	12
M06795	TRANSFAC_v2017.1	ZNF780B	ZNF780B	12
M06798	TRANSFAC_v2017.1	PRDM15	PRDM15	10
M06799	TRANSFAC_v2017.1	ZNF96	ZSCAN12	12
M06802	TRANSFAC_v2017.1	ZFPM1	ZFPM1	12
M06803	TRANSFAC_v2017.1	ZBTB11	ZBTB11	12
M06804	TRANSFAC_v2017.1	PRDM15	PRDM15	18
M06806	TRANSFAC_v2017.1	PEG3	PEG3	12
M06808	TRANSFAC_v2017.1	ZNF131	ZNF131	15
M06810	TRANSFAC_v2017.1	PRDM15	PRDM15	12
M06811	TRANSFAC_v2017.1	ZNF528	ZNF528	12
M06812	TRANSFAC_v2017.1	ZFP57	ZFP57	12
M06814	TRANSFAC_v2017.1	ZBTB38	ZBTB38	16
M06823	TRANSFAC_v2017.1	ZNF131	ZNF131	17
M06824	TRANSFAC_v2017.1	Insm2	INSM2	11
M06825	TRANSFAC_v2017.1	ZNF96	ZSCAN12	18
M06827	TRANSFAC_v2017.1	ZBTB11	ZBTB11	21
M06830	TRANSFAC_v2017.1	ZNF528	ZNF528	18
M06832	TRANSFAC_v2017.1	PEG3	PEG3	12
M06833	TRANSFAC_v2017.1	PEG3	PEG3	19
M06834	TRANSFAC_v2017.1	PEG3	PEG3	12
M06837	TRANSFAC_v2017.1	ZNF367	ZNF367	11
M06841	TRANSFAC_v2017.1	ZNF507	ZNF507	10
M06845	TRANSFAC_v2017.1	ZBTB38	ZBTB38	11
M06846	TRANSFAC_v2017.1	ZFHX2	ZFHX2	11
M06849	TRANSFAC_v2017.1	ZNF528	ZNF528	11
M06850	TRANSFAC_v2017.1	ZNF96	ZSCAN12	12
M06852	TRANSFAC_v2017.1	ZNF549	ZNF549	18
M06853	TRANSFAC_v2017.1	ZNF528	ZNF528	18
M06854	TRANSFAC_v2017.1	ZNF600	ZNF600	20
M06855	TRANSFAC_v2017.1	ZNF484	ZNF484	21
M06856	TRANSFAC_v2017.1	ZNF611	ZNF611	12
M06857	TRANSFAC_v2017.1	ZNF611	ZNF611	12
M06858	TRANSFAC_v2017.1	ZNF224	ZNF224	18
M06860	TRANSFAC_v2017.1	ZNF549	ZNF549	12
M06861	TRANSFAC_v2017.1	ZNF484	ZNF484	12
M06862	TRANSFAC_v2017.1	ZNF671	ZNF671	12
M06863	TRANSFAC_v2017.1	ZNF789	ZNF789	12
M06864	TRANSFAC_v2017.1	znf585B	ZNF585B	12
M06865	TRANSFAC_v2017.1	PLAG1	PLAG1	12
M06868	TRANSFAC_v2017.1	ZNF611	ZNF611	12
M06869	TRANSFAC_v2017.1	ZNF600	ZNF600	19
M06871	TRANSFAC_v2017.1	ZNF224	ZNF224	12
M06872	TRANSFAC_v2017.1	ZNF671	ZNF671	20
M06873	TRANSFAC_v2017.1	znf658b	ZNF658B	18
M06874	TRANSFAC_v2017.1	ZNF658	ZNF658	18
M06875	TRANSFAC_v2017.1	ZNF224	ZNF224	12
M06877	TRANSFAC_v2017.1	ZNF224	ZNF224	20
M06878	TRANSFAC_v2017.1	ZNF545	ZFP82	18
M06881	TRANSFAC_v2017.1	ZNF549	ZNF549	19
M06882	TRANSFAC_v2017.1	MIZF	HINFP	18
M06883	TRANSFAC_v2017.1	ZNF600	ZNF600	12
M06885	TRANSFAC_v2017.1	ZNF545	ZFP82	18
M06887	TRANSFAC_v2017.1	MIZF	HINFP	7
M06888	TRANSFAC_v2017.1	TFIIIA	GTF3A	15
M06889	TRANSFAC_v2017.1	znf658b	ZNF658B	12
M06890	TRANSFAC_v2017.1	ZNF658	ZNF658	12
M06892	TRANSFAC_v2017.1	znf658b	ZNF658B	18
M06893	TRANSFAC_v2017.1	ZNF658	ZNF658	18
M06897	TRANSFAC_v2017.1	ZNF789	ZNF789	12
M06898	TRANSFAC_v2017.1	PLAG1	PLAG1	19
M06899	TRANSFAC_v2017.1	znf658b	ZNF658B	18
M06900	TRANSFAC_v2017.1	ZNF658	ZNF658	18
M06901	TRANSFAC_v2017.1	ZNF484	ZNF484	18
M06902	TRANSFAC_v2017.1	ZNF611	ZNF611	12
M06903	TRANSFAC_v2017.1	TFIIIA	GTF3A	25
M06904	TRANSFAC_v2017.1	ZNF671	ZNF671	16
M06905	TRANSFAC_v2017.1	znf585B	ZNF585B	18
M06906	TRANSFAC_v2017.1	znf585B	ZNF585B	18
M06908	TRANSFAC_v2017.1	znf585B	ZNF585B	19
M06910	TRANSFAC_v2017.1	ZNF224	ZNF224	11
M06912	TRANSFAC_v2017.1	ZNF236	ZNF236	21
M06913	TRANSFAC_v2017.1	ZNF256	ZNF256	19
M06914	TRANSFAC_v2017.1	ZNF236	ZNF236	12
M06915	TRANSFAC_v2017.1	ZNF236	ZNF236	12
M06916	TRANSFAC_v2017.1	ZNF652	ZNF652	10
M06917	TRANSFAC_v2017.1	ZNF236	ZNF236	19
M06918	TRANSFAC_v2017.1	ZNF652	ZNF652	16
M06919	TRANSFAC_v2017.1	ZNF652	ZNF652	12
M06920	TRANSFAC_v2017.1	ZNF256	ZNF256	12
M06922	TRANSFAC_v2017.1	ZNF256	ZNF256	19
M06923	TRANSFAC_v2017.1	ZNF236	ZNF236	14
M06924	TRANSFAC_v2017.1	ZNF236	ZNF236	12
M06925	TRANSFAC_v2017.1	DUXA	DUXA	13
M06928	TRANSFAC_v2017.1	Smad7	SMAD7	12
M06929	TRANSFAC_v2017.1	Smad8	SMAD9	12
M06933	TRANSFAC_v2017.1	Smad6	SMAD6	12
M06934	TRANSFAC_v2017.1	DUX1	DUX1	13
M06935	TRANSFAC_v2017.1	DUX1	DUX1	13
M06939	TRANSFAC_v2017.1	ZBTB11	ZBTB11	12
M06940	TRANSFAC_v2017.1	ATF-3	ATF3	12
M06941	TRANSFAC_v2017.1	CHOP-10	DDIT3	13
M06943	TRANSFAC_v2017.1	PBX3	PBX3	15
M06944	TRANSFAC_v2017.1	PRDM15	PRDM15	12
M06948	TRANSFAC_v2017.1	Sp2	SP2	12
M06949	TRANSFAC_v2017.1	EVX2	EVX2	10
M06951	TRANSFAC_v2017.1	TEF	TEF	14
M06952	TRANSFAC_v2017.1	B-ATF	MIR7641-2|BATF	14
M06958	TRANSFAC_v2017.1	PLAG1	PLAG1	12
M06959	TRANSFAC_v2017.1	ZNF425	ZNF425	12
M06970	TRANSFAC_v2017.1	ZNF740	ZNF740	12
M06971	TRANSFAC_v2017.1	ZNF521	ZNF521	12
M06972	TRANSFAC_v2017.1	DUX3	DUX3	13
M06973	TRANSFAC_v2017.1	Smad5	SMAD5	12
M06974	TRANSFAC_v2017.1	PRRX2	PRRX2	13
M06975	TRANSFAC_v2017.1	EBF4	EBF4	20
M06976	TRANSFAC_v2017.1	PBX4	PBX4	20
M06979	TRANSFAC_v2017.1	ZNF541	ZNF541	12
M06980	TRANSFAC_v2017.1	MIXL1	MIXL1	13
M06981	TRANSFAC_v2017.1	PRDM12	PRDM12	12
M06982	TRANSFAC_v2017.1	COE2	EBF2	17
M06985	TRANSFAC_v2017.1	batf3	BATF3	14
M06986	TRANSFAC_v2017.1	znf581	ZNF581	12
M06988	TRANSFAC_v2017.1	DUX4	DUX4	13
M06989	TRANSFAC_v2017.1	ZNF236	ZNF236	11
M06990	TRANSFAC_v2017.1	ZNF236	ZNF236	12
M06991	TRANSFAC_v2017.1	MafF	MAFF	14
M06992	TRANSFAC_v2017.1	PLAGL2	PLAGL2	12
M06995	TRANSFAC_v2017.1	Nrf3	NFE2L3	12
M07034	TRANSFAC_v2017.1	ATF-1	ATF1	12
M07035	TRANSFAC_v2017.1	Beta-catenin	CTNNB1	15
M07036	TRANSFAC_v2017.1	Brn-3b	POU4F2	11
M07037	TRANSFAC_v2017.1	C/EBPalpha	CEBPA	14
M07038	TRANSFAC_v2017.1	DBP	DBP	10
M07039	TRANSFAC_v2017.1	ETF	TEAD2	11
M07040	TRANSFAC_v2017.1	GKLF	KLF4	14
M07041	TRANSFAC_v2017.1	HDAC1	HDAC1	9
M07042	TRANSFAC_v2017.1	HES-1	HES1	11
M07043	TRANSFAC_v2017.1	HIF-1alpha	HIF1A	9
M07044	TRANSFAC_v2017.1	HNF-1alpha	HNF1A	16
M07045	TRANSFAC_v2017.1	IRF-1	IRF1	14
M07046	TRANSFAC_v2017.1	LEF-1	LEF1	11
M07047	TRANSFAC_v2017.1	Lhx2	LHX2	6
M07048	TRANSFAC_v2017.1	MafG	MAFG	15
M07049	TRANSFAC_v2017.1	MECP-2	MECP2	12
M07050	TRANSFAC_v2017.1	MITF	MITF	11
M07052	TRANSFAC_v2017.1	NRF-1	NRF1	11
M07053	TRANSFAC_v2017.1	P53	TP53	11
M07054	TRANSFAC_v2017.1	P53	TP53	16
M07055	TRANSFAC_v2017.1	Pitx1	PITX1	12
M07056	TRANSFAC_v2017.1	Pitx2	PITX2	10
M07057	TRANSFAC_v2017.1	Pitx3	PITX3	7
M07058	TRANSFAC_v2017.1	POU2F1	POU2F1	9
M07059	TRANSFAC_v2017.1	POU2F1	POU2F1	9
M07060	TRANSFAC_v2017.1	POU4F1	POU4F1	10
M07061	TRANSFAC_v2017.1	POU4F3	POU4F3	7
M07062	TRANSFAC_v2017.1	RREB-1	RREB1	16
M07063	TRANSFAC_v2017.1	Sp1	SP1	10
M07064	TRANSFAC_v2017.1	STAT1	STAT1	10
M07065	TRANSFAC_v2017.1	STAT3	STAT3	10
M07066	TRANSFAC_v2017.1	STAT6	STAT6	11
M07067	TRANSFAC_v2017.1	USF1	USF1	14
M07242	TRANSFAC_v2017.1	AML1	RUNX1	9
M07246	TRANSFAC_v2017.1	ATF-4	ATF4	12
M07247	TRANSFAC_v2017.1	CLOCK	CLOCK	8
M07248	TRANSFAC_v2017.1	CREB1	CREB1	15
M07249	TRANSFAC_v2017.1	ctcf	CTCF	16
M07250	TRANSFAC_v2017.1	E2F-1	E2F1	13
M07251	TRANSFAC_v2017.1	EHF	EHF	8
M07252	TRANSFAC_v2017.1	Elk-1	ELK1	7
M07253	TRANSFAC_v2017.1	ERR2	ESRRB	10
M07254	TRANSFAC_v2017.1	Foxc1	FOXC1	9
M07255	TRANSFAC_v2017.1	Foxm1	FOXM1	8
M07257	TRANSFAC_v2017.1	HOXA10	HOXA10	9
M07258	TRANSFAC_v2017.1	HOXD10	HOXD10	11
M07259	TRANSFAC_v2017.1	HSF1	HSF1	12
M07260	TRANSFAC_v2017.1	Ikaros	IKZF1	7
M07261	TRANSFAC_v2017.1	LKLF	KLF2	10
M07264	TRANSFAC_v2017.1	NFATc1	NFATC1	9
M07265	TRANSFAC_v2017.1	Nrf2	NFE2L2|GABPA	13
M07266	TRANSFAC_v2017.1	p300	EP300	10
M07267	TRANSFAC_v2017.1	SF-1	NR5A1	9
M07268	TRANSFAC_v2017.1	Sox-4	SOX4	7
M07269	TRANSFAC_v2017.1	Sox-9	SOX9	17
M07270	TRANSFAC_v2017.1	TEF-3	TEAD4	9
M07276	TRANSFAC_v2017.1	AML3	RUNX2	10
M07277	TRANSFAC_v2017.1	BTEB2	KLF5	10
M07278	TRANSFAC_v2017.1	Dlx-3	DLX3	9
M07280	TRANSFAC_v2017.1	RXR,LXR,PXR,CAR,RAR,COUP	TRIM13|RAB40B|CXADR|PRKAR1A|RARA|CXADRP1|SPG7|CASR|NR1I2|NR1I3	7
M07281	TRANSFAC_v2017.1	EKLF	KLF1	10
M07282	TRANSFAC_v2017.1	ER71	ETV2	8
M07283	TRANSFAC_v2017.1	ER-alpha	ESR1	14
M07284	TRANSFAC_v2017.1	Erg	ERG	8
M07285	TRANSFAC_v2017.1	ESE-1	ELF3	9
M07286	TRANSFAC_v2017.1	FOXO1A	FOXO1	8
M07287	TRANSFAC_v2017.1	FOXO3A	FOXO3	13
M07289	TRANSFAC_v2017.1	GKLF	KLF4	13
M07290	TRANSFAC_v2017.1	GLI	GLI1	11
M07291	TRANSFAC_v2017.1	GLI2	GLI2	11
M07292	TRANSFAC_v2017.1	GLI	GLI1	10
M07294	TRANSFAC_v2017.1	KLF8	KLF8	10
M07296	TRANSFAC_v2017.1	MAF	MAF	10
M07297	TRANSFAC_v2017.1	MAZ	MAZ	11
M07298	TRANSFAC_v2017.1	Msx-1	MSX1	17
M07299	TRANSFAC_v2017.1	c-Myb	MYB	12
M07301	TRANSFAC_v2017.1	NFATc4	NFATC4	8
M07302	TRANSFAC_v2017.1	NF-Y	NFYA|NFYB|NFYC	11
M07304	TRANSFAC_v2017.1	Pbx	PBX1|PBX2|PBX3|PBX4	10
M07305	TRANSFAC_v2017.1	RFX	RFX1	13
M07306	TRANSFAC_v2017.1	RORalpha	RORA	16
M07307	TRANSFAC_v2017.1	Sox-18	SOX18	11
M07308	TRANSFAC_v2017.1	Sox-2	SOX2	15
M07309	TRANSFAC_v2017.1	Sox-7	SOX7	9
M07310	TRANSFAC_v2017.1	Sp5	SP5	13
M07311	TRANSFAC_v2017.1	STAT5A	STAT5A	11
M07312	TRANSFAC_v2017.1	ATF-2	ATF2	11
M07313	TRANSFAC_v2017.1	ATF-3	ATF3	12
M07314	TRANSFAC_v2017.1	Blimp-1	PRDM1	12
M07315	TRANSFAC_v2017.1	C/EBPbeta	CEBPB	11
M07316	TRANSFAC_v2017.1	C/EBPdelta	CEBPD	10
M07317	TRANSFAC_v2017.1	CtBP1	CTBP1	10
M07319	TRANSFAC_v2017.1	HFH2	FOXD3	8
M07320	TRANSFAC_v2017.1	HMGIY	HMGA1	9
M07321	TRANSFAC_v2017.1	HNF-4A	HNF4A	14
M07322	TRANSFAC_v2017.1	HSF4	HSF4	7
M07323	TRANSFAC_v2017.1	IRF-4	IRF4	13
M07325	TRANSFAC_v2017.1	MaFA	MAFA|KLRG1	12
M07326	TRANSFAC_v2017.1	Mef-2A	MEF2A	13
M07327	TRANSFAC_v2017.1	Nanog	NANOG	10
M07328	TRANSFAC_v2017.1	NFAT5	NFAT5	13
M07329	TRANSFAC_v2017.1	Osx	SP7	11
M07331	TRANSFAC_v2017.1	POU3F1	POU3F1	8
M07332	TRANSFAC_v2017.1	POU3F2	POU3F2	8
M07335	TRANSFAC_v2017.1	Six-1	SIX1	11
M07337	TRANSFAC_v2017.1	SMAR1	BANP	12
M07338	TRANSFAC_v2017.1	Sox-10	SOX10	8
M07339	TRANSFAC_v2017.1	Staf	ZNF143	16
M07340	TRANSFAC_v2017.1	TEF-1	TEAD1	11
M07341	TRANSFAC_v2017.1	TORC2	CRTC2	9
M07343	TRANSFAC_v2017.1	zbtb2	ZBTB2	11
M07344	TRANSFAC_v2017.1	ZIC1	ZIC1	8
M07345	TRANSFAC_v2017.1	ZNF515	GLIS3	8
M07347	TRANSFAC_v2017.1	AhR	AHR	17
M07348	TRANSFAC_v2017.1	AP-2alpha	TFAP2A	11
M07349	TRANSFAC_v2017.1	AP-2gamma	TFAP2C	16
M07350	TRANSFAC_v2017.1	BMAL1	ARNTL	10
M07351	TRANSFAC_v2017.1	COE1	EBF1	13
M07352	TRANSFAC_v2017.1	Crx	CRX	9
M07353	TRANSFAC_v2017.1	E2A	TCF3	8
M07354	TRANSFAC_v2017.1	Egr-1	EGR1	10
M07355	TRANSFAC_v2017.1	GR	NR3C1	7
M07356	TRANSFAC_v2017.1	HIF2A	EPAS1	8
M07357	TRANSFAC_v2017.1	HNF-6	ONECUT1	15
M07358	TRANSFAC_v2017.1	HSF2	HSF2	16
M07360	TRANSFAC_v2017.1	LRH-1	NR5A2|P2RX5	13
M07361	TRANSFAC_v2017.1	MZF-1	ZSCAN1|MZF1	10
M07362	TRANSFAC_v2017.1	nanog	NANOG	13
M07363	TRANSFAC_v2017.1	NF-1	NF1	10
M07364	TRANSFAC_v2017.1	NF-1	NF1	7
M07365	TRANSFAC_v2017.1	NFATc2	NFATC2	10
M07367	TRANSFAC_v2017.1	Slug	SNAI2	14
M07368	TRANSFAC_v2017.1	Smad4	SMAD4	8
M07370	TRANSFAC_v2017.1	YY1	YY1	15
M07371	TRANSFAC_v2017.1	ZEB	ZEB1	12
M07372	TRANSFAC_v2017.1	AML2	RUNX3	9
M07374	TRANSFAC_v2017.1	Bach1	BACH1|BRIP1	13
M07375	TRANSFAC_v2017.1	BCL-6	BCL6	10
M07376	TRANSFAC_v2017.1	beta-catenin	CTNNB1	8
M07377	TRANSFAC_v2017.1	cdx-1	CDX1	9
M07379	TRANSFAC_v2017.1	c-Ets-2	ETS2	11
M07380	TRANSFAC_v2017.1	E2F-4	E2F4	10
M07382	TRANSFAC_v2017.1	Fli-1	FLI1	7
M07384	TRANSFAC_v2017.1	HIF-1alpha	HIF1A	8
M07385	TRANSFAC_v2017.1	Lhx2	LHX2	11
M07386	TRANSFAC_v2017.1	Lmx1	LMX1A	8
M07387	TRANSFAC_v2017.1	LRF	CREBRF|ZBTB7A	11
M07388	TRANSFAC_v2017.1	MECP-2	MECP2	16
M07390	TRANSFAC_v2017.1	Nfe2l1	NFE2L1	12
M07391	TRANSFAC_v2017.1	NKX2B	NKX2-2	10
M07392	TRANSFAC_v2017.1	Pitx3	PITX3	11
M07394	TRANSFAC_v2017.1	slug	SNAI2	9
M07395	TRANSFAC_v2017.1	Sp1	SP1	11
M07398	TRANSFAC_v2017.1	Brn-3b	POU4F2	10
M07399	TRANSFAC_v2017.1	Nkx6A	NKX6-1	8
M07412	TRANSFAC_v2017.1	C/EBPalpha	CEBPA	10
M07413	TRANSFAC_v2017.1	C/EBPbeta	CEBPB	10
M07415	TRANSFAC_v2017.1	Elf-1	EFNA2	12
M07416	TRANSFAC_v2017.1	Cdx-2	CDX2	14
M07417	TRANSFAC_v2017.1	Elf-1	EFNA2	12
M07419	TRANSFAC_v2017.1	FOXP3	FOXP3	12
M07420	TRANSFAC_v2017.1	HES-1	HES1	8
M07421	TRANSFAC_v2017.1	HOXC-8	HOXC8	10
M07422	TRANSFAC_v2017.1	MASH-1	ASCL1	13
M07424	TRANSFAC_v2017.1	MEF-2	MYEF2	13
M07425	TRANSFAC_v2017.1	Msx-2	MSX2	7
M07426	TRANSFAC_v2017.1	Nur77	NR4A1	11
M07427	TRANSFAC_v2017.1	NURR1	NR4A2	10
M07428	TRANSFAC_v2017.1	Six-3	SIX3	12
M07429	TRANSFAC_v2017.1	SMAD3	SMAD3	7
M07430	TRANSFAC_v2017.1	S	CDSN	10
M07431	TRANSFAC_v2017.1	Sox-11	SOX11	12
M07432	TRANSFAC_v2017.1	Sox-2	SOX2	13
M07433	TRANSFAC_v2017.1	TCF-1	HNF1A|TCF7	12
M07434	TRANSFAC_v2017.1	TRPS1	TRPS1	15
M07435	TRANSFAC_v2017.1	TWIST	TWIST1	11
M07436	TRANSFAC_v2017.1	WT1	WT1	12
M07437	TRANSFAC_v2017.1	ZBTB2	ZBTB2	9
M07439	TRANSFAC_v2017.1	TEF	TEF	10
M07447	TRANSFAC_v2017.1	CaRF	CARF|CDKN2AIP	12
M07448	TRANSFAC_v2017.1	DREF	ZBED1	10
M07450	TRANSFAC_v2017.1	HOXA9	HOXA9	12
M07451	TRANSFAC_v2017.1	PBX1	PBX1	12
M07452	TRANSFAC_v2017.1	Meis1	MEIS1	12
M07454	TRANSFAC_v2017.1	Gli1	GLI1	10
M07455	TRANSFAC_v2017.1	Gli2	GLI2	12
M07457	TRANSFAC_v2017.1	Hoxa9	HOXA9	10
M07458	TRANSFAC_v2017.1	HOXC13	HOXC13	14
M07459	TRANSFAC_v2017.1	HSF1	HSF1	12
M07460	TRANSFAC_v2017.1	KLF3	KLF3	10
M07464	TRANSFAC_v2017.1	Prep-1	PKNOX1	12
M07465	TRANSFAC_v2017.1	RP58	ZBTB18|ZNF513	12
M07466	TRANSFAC_v2017.1	Six-1	SIX1	11
M07467	TRANSFAC_v2017.1	Six-4	SIX4	13
M07474	TRANSFAC_v2017.1	Tbx20	TBX20	15
M07476	TRANSFAC_v2017.1	Lhx8	LHX8	6
M07479	TRANSFAC_v2017.1	ZNF35	ZNF35	6
M07480	TRANSFAC_v2017.1	TEF-1	TEAD1	6
M07481	TRANSFAC_v2017.1	TEF1	USP7	15
M07482	TRANSFAC_v2017.1	CXXC1	CXXC1	21
M07483	TRANSFAC_v2017.1	CXXC1	CXXC1	15
M07484	TRANSFAC_v2017.1	DNTTIP1	DNTTIP1	8
M07599	TRANSFAC_v2017.1	beta-catenin	CTNNB1	8
M07600	TRANSFAC_v2017.1	C-Fos	FOS	10
M07601	TRANSFAC_v2017.1	C-Myc	MYC	11
M07602	TRANSFAC_v2017.1	CP2	TFCP2	12
M07603	TRANSFAC_v2017.1	Dlx-3	DLX3	12
M07604	TRANSFAC_v2017.1	Evi-1	MECOM	13
M07605	TRANSFAC_v2017.1	LEF-1	LEF1	13
M07606	TRANSFAC_v2017.1	NFATc1	NFATC1	12
M07607	TRANSFAC_v2017.1	NFATc3	NFATC3	9
M07608	TRANSFAC_v2017.1	NFAT	NFATC1|NFATC2|NFATC3|NFATC4|NFAT5	9
M07609	TRANSFAC_v2017.1	Ngn-2	NEUROG2	16
M07610	TRANSFAC_v2017.1	Nrf2	NFE2L2|GABPA	13
M07611	TRANSFAC_v2017.1	p54NRB	NONO	19
M07612	TRANSFAC_v2017.1	PSF	IGFBP7|SFPQ	8
M07614	TRANSFAC_v2017.1	Sox-4	SOX4	11
M07615	TRANSFAC_v2017.1	Sp3	SP3	12
M07617	TRANSFAC_v2017.1	Sp4	SP4	13
M07618	TRANSFAC_v2017.1	SRF	SRF	12
M08035	TRANSFAC_v2017.1	Rarb	RARB	17
M08187	TRANSFAC_v2017.1	ABL1	ABL1	12
M08189	TRANSFAC_v2017.1	AR	AR	6
M08190	TRANSFAC_v2017.1	AR	AR	17
M08194	TRANSFAC_v2017.1	Alx-4:TBR2	ALX4:EOMES	23
M08195	TRANSFAC_v2017.1	Alx-4:T-bet	ALX4:TBX21	25
M08198	TRANSFAC_v2017.1	ATF-4:C/EBPdelta	ATF4:CEBPD	14
M08199	TRANSFAC_v2017.1	ATF-4:TEF	ATF4:TEF	13
